Time,active_power_0,active_power_1,active_power_2
00:00:00,30.361199999999997,38.5672,42.757200000000005
00:05:00,26.875600000000002,36.3236,39.266799999999996
00:10:00,26.460799999999995,37.5704,41.07840000000001
00:15:00,26.031599999999997,36.7588,40.80200000000001
00:20:00,26.1384,37.756,41.428
00:25:00,25.823199999999996,36.8056,40.27600000000001
00:30:00,26.136800000000004,36.906800000000004,42.174800000000005
00:35:00,25.662,33.8364,38.522400000000005
00:40:00,24.4252,34.9364,36.733200000000004
00:45:00,24.217599999999994,35.7288,38.468
00:50:00,23.584400000000002,34.856,34.9972
00:55:00,22.661600000000004,32.1412,33.6416
01:00:00,22.7816,31.560400000000005,33.756
01:05:00,23.2004,31.438000000000002,34.1872
01:10:00,22.9332,30.834000000000003,33.6704
01:15:00,23.044400000000003,32.6572,35.1968
01:20:00,22.937599999999993,30.9244,31.442800000000002
01:25:00,22.9036,31.7532,31.080000000000002
01:30:00,23.39,31.970400000000005,31.777999999999995
01:35:00,22.8012,32.802,33.926399999999994
01:40:00,22.587600000000005,28.7468,32.038
01:45:00,22.356399999999997,28.267999999999997,31.828400000000002
01:50:00,22.5244,28.104,29.376
01:55:00,22.315199999999997,26.474800000000002,28.521199999999997
02:00:00,22.6488,27.435599999999997,27.23
02:05:00,22.994000000000003,28.2272,28.0336
02:10:00,22.9612,28.276,26.7604
02:15:00,22.111199999999997,28.247599999999995,26.262400000000003
02:20:00,22.137200000000004,27.287599999999998,26.3704
02:25:00,21.6396,26.2652,26.2836
02:30:00,21.9704,26.1184,26.3592
02:35:00,21.8048,24.717200000000002,26.232400000000002
02:40:00,24.757199999999997,23.8448,27.285199999999996
02:45:00,25.142799999999998,24.3008,27.905600000000003
02:50:00,24.375999999999998,25.684,27.3024
02:55:00,23.6956,25.976799999999997,26.9604
03:00:00,22.790399999999998,25.382799999999996,26.627599999999997
03:05:00,22.6952,25.3256,27.465200000000003
03:10:00,22.781999999999996,26.0136,28.580000000000002
03:15:00,22.132400000000004,25.9264,28.696
03:20:00,21.460800000000006,25.3044,28.525600000000004
03:25:00,22.543999999999997,25.5056,29.122
03:30:00,23.0492,26.3016,27.807199999999998
03:35:00,23.497199999999996,26.437600000000003,28.1516
03:40:00,23.898400000000006,26.2352,27.534000000000002
03:45:00,23.740000000000002,25.9172,25.827199999999998
03:50:00,23.7864,25.8764,25.778400000000005
03:55:00,23.878800000000005,25.9472,26.188
04:00:00,23.618000000000006,25.678399999999996,26.0172
04:05:00,23.49520000000001,24.5568,24.34
04:10:00,23.3328,24.0248,24.1328
04:15:00,23.130799999999997,24.7008,23.7652
04:20:00,21.648000000000007,24.247999999999998,22.618799999999997
04:25:00,20.6068,25.476399999999998,22.695999999999998
04:30:00,21.323199999999996,25.1612,22.699999999999996
04:35:00,22.159200000000002,25.826800000000002,23.739200000000004
04:40:00,21.687600000000003,25.5796,23.809199999999997
04:45:00,22.101200000000002,25.4364,23.4164
04:50:00,21.792799999999996,26.8492,23.8096
04:55:00,22.724799999999995,26.3416,23.416
05:00:00,21.717599999999997,26.116800000000005,23.2468
05:05:00,21.9036,27.194000000000003,23.7952
05:10:00,22.516,27.821199999999997,25.795199999999998
05:15:00,22.477200000000003,27.3552,25.5008
05:20:00,22.011199999999995,27.112000000000002,26.4924
05:25:00,22.4512,26.9068,26.0112
05:30:00,22.7104,26.6128,26.1312
05:35:00,23.677199999999996,26.57,25.732
05:40:00,22.8988,25.48,25.065600000000003
05:45:00,23.481199999999994,24.5724,26.1844
05:50:00,23.4612,24.952399999999997,28.8612
05:55:00,22.826,31.703599999999994,32.1592
06:00:00,23.2148,30.4196,33.245999999999995
06:05:00,22.362000000000002,30.7156,31.3876
06:10:00,21.4456,29.6684,29.160400000000003
06:15:00,21.512400000000003,32.4824,30.116
06:20:00,27.778,39.4008,34.6896
06:25:00,29.176,44.1452,41.8176
06:30:00,30.731199999999994,46.7988,46.502
06:35:00,32.656,45.165200000000006,52.208
06:40:00,39.1472,54.948,64.3256
06:45:00,46.3616,63.0992,68.87639999999999
06:50:00,49.76239999999999,66.3424,76.65559999999999
06:55:00,54.96520000000001,77.9004,78.8296
07:00:00,55.1096,71.9856,76.75040000000001
07:05:00,55.5904,68.6948,69.8888
07:10:00,52.35000000000001,72.15960000000001,65.93239999999999
07:15:00,49.47799999999999,70.4228,67.4128
07:20:00,50.127199999999995,67.8012,63.4888
07:25:00,52.300799999999995,66.8452,64.5424
07:30:00,50.4976,68.3676,68.90960000000001
07:35:00,51.690000000000005,71.4168,69.3532
07:40:00,52.742,82.2876,76.00319999999999
07:45:00,52.89120000000001,74.634,74.47359999999999
07:50:00,53.23680000000001,70.9156,77.26400000000001
07:55:00,48.7544,67.32520000000001,72.7244
08:00:00,47.53680000000001,65.88640000000001,66.83239999999999
08:05:00,47.1436,68.3792,66.09719999999999
08:10:00,49.028800000000004,73.07159999999999,66.6364
08:15:00,48.1956,74.9824,67.44160000000001
08:20:00,45.7488,71.8168,67.3568
08:25:00,41.465599999999995,62.056,64.2612
08:30:00,43.219199999999994,60.57,64.93159999999999
08:35:00,46.870400000000004,60.5236,67.234
08:40:00,47.18919999999999,61.378800000000005,63.821600000000004
08:45:00,43.188,60.17,62.2908
08:50:00,41.1152,58.223600000000005,56.828
08:55:00,41.407599999999995,57.0376,58.2616
09:00:00,43.6896,60.275999999999996,57.7552
09:05:00,42.0064,60.7004,57.3932
09:10:00,42.27680000000001,56.959199999999996,59.68639999999999
09:15:00,41.423199999999994,55.1408,60.6008
09:20:00,41.20719999999999,57.3944,58.5272
09:25:00,38.830400000000004,61.6944,59.611200000000004
09:30:00,37.080799999999996,64.2776,61.0312
09:35:00,36.3428,66.2264,62.0028
09:40:00,36.87760000000001,61.17359999999999,62.96639999999999
09:45:00,36.5472,59.0316,64.1472
09:50:00,33.1616,53.339600000000004,60.026399999999995
09:55:00,35.1884,51.8652,60.7316
10:00:00,39.53640000000001,55.105999999999995,62.327600000000004
10:05:00,38.0976,56.495999999999995,61.0788
10:10:00,35.7104,58.1812,59.295199999999994
10:15:00,37.5764,52.0388,59.976
10:20:00,39.606,50.3444,62.386
10:25:00,40.2384,48.8216,60.58119999999999
10:30:00,39.1336,45.2376,57.75280000000001
10:35:00,37.171600000000005,42.5392,55.086
10:40:00,39.0128,45.7424,53.178
10:45:00,39.12519999999999,42.39,52.442
10:50:00,37.36600000000001,42.918,51.3924
10:55:00,36.403600000000004,43.1028,53.1636
11:00:00,33.572399999999995,40.7872,51.6524
11:05:00,32.651199999999996,41.4876,50.116800000000005
11:10:00,32.347199999999994,42.8252,47.473600000000005
11:15:00,32.346000000000004,39.1264,47.682
11:20:00,31.381600000000002,39.5196,48.476800000000004
11:25:00,30.2144,41.54600000000001,48.721999999999994
11:30:00,31.5284,43.2064,47.41
11:35:00,30.296,43.355999999999995,48.7396
11:40:00,31.207200000000007,43.3648,51.15
11:45:00,31.6404,45.66,50.9588
11:50:00,30.726,43.08,44.7944
11:55:00,32.0064,46.298,47.3092
12:00:00,31.320800000000006,42.2768,48.2384
12:05:00,31.624000000000006,40.686,49.13920000000001
12:10:00,27.9964,39.328,50.5088
12:15:00,28.2936,40.5788,47.5852
12:20:00,29.145999999999997,41.846000000000004,45.6144
12:25:00,26.9664,39.3268,42.3568
12:30:00,26.351200000000002,42.878,47.894400000000005
12:35:00,27.859199999999994,45.9856,47.0788
12:40:00,31.476000000000003,48.336400000000005,48.129599999999996
12:45:00,32.4356,47.215599999999995,48.7836
12:50:00,28.44,41.6416,46.8632
12:55:00,25.669200000000004,39.503600000000006,42.76239999999999
13:00:00,24.745600000000003,38.7856,43.352000000000004
13:05:00,25.3812,38.77159999999999,42.9188
13:10:00,26.7516,38.81999999999999,41.080400000000004
13:15:00,28.0932,37.7124,38.5748
13:20:00,32.4368,38.86,41.746
13:25:00,31.563599999999997,36.6896,41.6712
13:30:00,30.4272,35.4788,41.7504
13:35:00,23.886799999999997,32.3368,37.76
13:40:00,23.7544,35.1452,39.4232
13:45:00,24.0752,39.66159999999999,40.668
13:50:00,24.766,42.9772,39.547599999999996
13:55:00,26.056799999999996,43.2136,39.4592
14:00:00,25.968799999999998,39.4968,39.1136
14:05:00,26.100399999999997,40.120000000000005,42.3976
14:10:00,27.115599999999997,39.416,42.7484
14:15:00,28.150399999999998,39.3996,43.584399999999995
14:20:00,28.824799999999996,42.3292,42.678
14:25:00,30.3232,46.449600000000004,43.0596
14:30:00,28.8884,43.4816,39.2876
14:35:00,25.8076,41.6608,38.0028
14:40:00,29.1728,41.916399999999996,41.8476
14:45:00,29.1192,44.2664,43.26839999999999
14:50:00,25.2872,45.8624,41.21320000000001
14:55:00,24.138399999999997,47.374,40.3108
15:00:00,24.950400000000002,48.8072,40.0268
15:05:00,24.807600000000004,51.611599999999996,45.4712
15:10:00,25.3084,49.9892,44.0544
15:15:00,25.366799999999998,45.9828,42.6312
15:20:00,23.087600000000002,41.958800000000004,41.428399999999996
15:25:00,22.9044,39.8552,40.7868
15:30:00,25.5528,38.3176,42.0504
15:35:00,28.0224,40.050799999999995,47.018800000000006
15:40:00,28.5104,41.3448,46.7612
15:45:00,31.585199999999997,47.6616,45.17119999999999
15:50:00,31.274400000000004,45.052400000000006,42.7084
15:55:00,29.48120000000001,40.136,41.1932
16:00:00,27.827199999999998,42.01199999999999,40.0876
16:05:00,31.546799999999998,43.5928,43.4924
16:10:00,28.601599999999998,39.7552,40.604800000000004
16:15:00,24.320400000000003,36.7728,37.513999999999996
16:20:00,20.202400000000004,36.5008,36.9796
16:25:00,20.5024,42.3172,40.6948
16:30:00,19.3948,43.7936,36.830400000000004
16:35:00,20.7028,39.937200000000004,33.2016
16:40:00,21.181199999999997,37.242399999999996,33.1232
16:45:00,17.931999999999995,35.069199999999995,31.335200000000004
16:50:00,17.7884,31.488400000000006,28.846
16:55:00,20.492,32.4112,30.088800000000003
17:00:00,20.2228,31.8068,29.0916
17:05:00,22.458000000000002,32.2684,31.471600000000002
17:10:00,22.514000000000006,31.330000000000002,35.612
17:15:00,23.485199999999995,29.528800000000004,35.782799999999995
17:20:00,24.17,28.8044,36.7652
17:25:00,26.0828,31.2036,38.0272
17:30:00,27.3824,32.4048,39.3572
17:35:00,27.016,34.6652,41.022400000000005
17:40:00,24.363199999999996,33.3576,38.3956
17:45:00,24.780799999999996,34.032799999999995,43.0428
17:50:00,29.2008,38.5278,45.36439999999999
17:55:00,31.875200000000003,42.3968,45.336800000000004
18:00:00,35.5836,46.904399999999995,51.337199999999996
18:05:00,32.524,44.349999999999994,46.9024
18:10:00,32.03999999999999,42.940400000000004,43.8532
18:15:00,34.03679999999999,45.232,44.0244
18:20:00,36.6632,47.4,46.778800000000004
18:25:00,38.657999999999994,46.9584,49.424400000000006
18:30:00,39.382000000000005,50.3548,52.0084
18:35:00,41.422799999999995,55.0064,55.413599999999995
18:40:00,47.09439999999999,59.830799999999996,60.470800000000004
18:45:00,46.307599999999994,64.9252,63.754000000000005
18:50:00,50.820800000000006,69.8244,68.29119999999999
18:55:00,60.862799999999986,78.01920000000001,72.86
19:00:00,66.99560000000001,80.7368,77.5112
19:05:00,67.7484,81.8824,79.8772
19:10:00,63.690799999999996,81.02159999999999,78.212
19:15:00,66.2924,88.5108,83.02919999999999
19:20:00,68.624,89.0684,89.1296
19:25:00,66.77560000000001,89.56960000000001,92.36760000000001
19:30:00,71.01039999999998,92.792,98.2384
19:35:00,70.5476,90.71719999999999,95.32400000000001
19:40:00,65.43119999999999,79.0452,84.8556
19:45:00,63.6028,77.59,84.15919999999998
19:50:00,57.8972,71.7176,79.1412
19:55:00,61.10759999999999,73.176,85.96719999999999
20:00:00,62.864000000000004,74.6132,86.50880000000001
20:05:00,58.077600000000004,68.2424,80.1524
20:10:00,56.614,69.38159999999999,77.84479999999999
20:15:00,58.245599999999996,73.3264,77.21279999999999
20:20:00,66.28720000000001,81.5704,83.6128
20:25:00,71.1568,86.81,87.7208
20:30:00,69.246,82.848,88.6184
20:35:00,66.65440000000001,86.0632,90.73319999999998
20:40:00,68.7536,98.53999999999999,97.79679999999999
20:45:00,70.922,99.988,102.0124
20:50:00,68.6224,101.132,103.2192
20:55:00,65.64,97.9064,104.8764
21:00:00,66.8276,97.2628,101.2264
21:05:00,72.75560000000002,98.88640000000001,104.49639999999998
21:10:00,69.58359999999999,99.6216,101.6392
21:15:00,60.709999999999994,96.9192,98.7432
21:20:00,60.02400000000001,95.77,97.76159999999999
21:25:00,58.869600000000005,91.3796,94.8848
21:30:00,59.251599999999996,89.5148,92.538
21:35:00,63.2016,88.67160000000001,94.02880000000002
21:40:00,62.843199999999996,88.49879999999999,93.598
21:45:00,58.866800000000005,81.65559999999999,86.48599999999999
21:50:00,57.8564,77.2732,80.57879999999999
21:55:00,59.7524,76.65360000000001,79.73039999999999
22:00:00,63.525999999999996,77.45080000000002,80.5032
22:05:00,66.5556,74.88000000000001,80.7068
22:10:00,63.971599999999995,76.0544,81.5056
22:15:00,60.46999999999999,71.25559999999999,74.63239999999999
22:20:00,59.3028,69.2828,74.46600000000001
22:25:00,61.121199999999995,67.0992,69.68479999999998
22:30:00,56.6736,67.5,64.6692
22:35:00,51.1944,58.3584,60.102
22:40:00,46.5716,53.020399999999995,57.8968
22:45:00,41.83,50.5292,54.6972
22:50:00,43.26200000000001,49.6224,55.8712
22:55:00,43.306400000000004,49.43,58.392
23:00:00,42.28079999999999,50.7116,57.03040000000001
23:05:00,41.47839999999999,45.9096,50.678
23:10:00,39.534000000000006,44.955600000000004,48.799600000000005
23:15:00,38.9844,45.294,48.0476
23:20:00,38.66400000000001,45.38119999999999,49.620799999999996
23:25:00,37.57560000000001,46.735200000000006,50.3692
23:30:00,36.086800000000004,47.491600000000005,48.6376
23:35:00,35.086,44.0664,48.514799999999994
23:40:00,30.9848,36.7624,42.686800000000005
23:45:00,30.0508,32.9428,40.5416
23:50:00,28.4748,33.058800000000005,37.46000000000001
23:55:00,27.4796,31.766400000000004,38.802
